country,country_code_2_digit,country_code_3_digit,population,daily_count,reported_date,confirmed cases_count,deaths_count,source
Switzerland,CH,CHE,8544527,1122,2020-03-30,1122,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,66,2020-04-27,,66,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,394,2020-06-03,394,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,4,2020-06-23,,4,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,25,2020-04-01,,25,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-03-17,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,29,2020-06-16,,29,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,70,2020-07-06,70,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,43,2020-05-26,43,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1173,2020-05-08,1173,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-10-25,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,231,2020-09-12,231,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,181,2020-05-31,,181,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,173,2020-10-10,173,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,2020-09-06,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-06-16,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,504,2020-05-09,504,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,3448,2020-04-17,3448,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,738,2020-04-08,738,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2,2020-07-10,,2,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,10040,2020-10-22,10040,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,383,2020-05-20,383,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,62,2020-08-15,62,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,698,2020-07-12,698,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,83,2020-08-26,83,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-07-26,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-09-29,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,3,2020-09-11,,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,5,2020-06-13,,5,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-06-27,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,10,2020-05-11,10,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1396,2020-10-16,1396,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,2020-02-04,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2,2020-05-17,,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,33,2020-05-20,,33,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,78,2020-05-13,78,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-10-14,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1674,2020-09-16,1674,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,30,2020-06-09,30,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2,2020-09-23,,2,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-02-07,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,4,2020-08-05,,4,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,5,2020-06-12,,5,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,3,2020-03-07,3,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,93,2020-09-02,93,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,143,2020-03-14,143,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-05-27,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-05-02,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-07-09,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,725,2020-08-19,725,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-05-14,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,160,2020-08-12,160,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,6,2020-09-25,,6,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,165,2020-08-15,165,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-06-01,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,88,2020-04-11,88,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,193,2020-09-12,193,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-03-13,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2020-09-12,,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,178,2020-09-06,178,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2,2020-08-19,,2,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,292,2020-07-06,292,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1,2020-09-27,,1,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,32,2020-04-09,32,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,3,2020-06-10,3,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,31,2020-09-22,31,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,53,2020-07-15,53,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-04-19,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,35,2020-10-25,,35,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-10-11,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,175,2020-06-28,175,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,2020-03-17,5,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-07-12,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,2020-06-27,2,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,14,2020-04-02,,14,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-09-04,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-01-28,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2,2020-03-26,,2,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-07-23,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,4,2020-07-07,4,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-01-24,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,22,2020-08-19,,22,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,2020-07-20,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,576,2020-09-08,576,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-03-08,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,11,2020-07-09,,11,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-05-24,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,7830,2020-10-17,7830,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,626,2020-08-20,626,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,191,2020-07-25,191,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,19,2020-07-12,19,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,9,2020-03-06,9,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,14,2020-10-07,,14,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-10-18,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-03-18,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,16,2020-08-11,,16,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,262,2020-10-21,,262,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2,2020-07-20,,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,1,2020-09-08,1,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,39,2020-08-17,39,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1209,2020-08-24,1209,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,85,2020-07-31,85,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-06-01,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,10,2020-06-20,10,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,12,2020-04-17,12,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,6,2020-05-11,6,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-03-21,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-10-12,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,7379,2020-08-29,7379,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,30,2020-04-09,30,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,2020-08-03,,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-03-18,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-09-08,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-09-04,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-03-18,,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,19143,2020-10-24,19143,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,39,2020-04-23,,39,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,1,2020-05-13,,1,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,92,2020-06-26,,92,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,15,2020-03-11,15,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,11,2020-05-06,,11,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-08-11,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,388,2020-07-01,388,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,38,2020-06-09,,38,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,101,2020-09-14,,101,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,18,2020-09-23,,18,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,10,2020-05-26,10,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,126,2020-08-25,126,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,21,2020-06-26,,21,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,2020-02-19,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,3,2020-03-19,,3,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,18,2020-08-11,,18,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,39,2020-05-31,,39,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,1,2020-03-21,,1,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1298,2020-09-03,1298,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,92,2020-09-17,92,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,446,2020-06-30,446,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,403,2020-10-25,403,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,35,2020-06-30,35,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-06-12,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,123,2020-08-25,123,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,43,2020-06-05,,43,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,27,2020-05-31,27,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,20,2020-07-01,,20,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1,2020-08-20,,1,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,2020-03-03,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,1,2020-08-11,,1,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1119,2020-07-25,1119,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2,2020-06-28,,2,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,49,2020-10-19,,49,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-05-27,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,1,2020-04-27,,1,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,2020-03-06,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,17,2020-07-10,,17,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,5,2020-08-11,,5,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,6,2020-05-05,6,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-03-11,,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,141,2020-09-17,141,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,4,2020-09-11,,4,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-05-30,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,43,2020-04-19,43,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,39,2020-10-15,39,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-03-07,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-05-23,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,1,2020-10-15,,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-06-08,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,8,2020-03-14,8,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,6,2020-05-28,6,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,120,2020-07-26,120,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,2020-03-31,,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-10-07,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-03-01,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-03-10,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,6,2020-07-16,,6,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,1,2020-06-02,,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,1,2020-05-26,,1,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-08-01,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,3,2020-08-03,,3,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,210,2020-09-24,210,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,3,2020-03-27,,3,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,2020-07-22,2,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2,2020-03-26,,2,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2,2020-05-27,,2,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,5,2020-08-22,,5,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-10-11,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-04-11,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,53,2020-06-14,53,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,947,2020-05-06,947,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-04-25,0,,"Epidemic intelligence, national daily data"
Faroes,,,48865,11,2020-08-12,11,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,216,2020-09-28,216,,"Epidemic intelligence, national daily data"
